userId,movieId,rating
4,118,2.5
4,2,4.5
4,205,3.5
4,11,3.5
4,235,2.0
4,224,2.0
4,130,3.0
4,41,2.5
4,181,5.0
4,68,4.0
4,125,3.5
4,37,3.0
4,275,2.0
4,153,3.0
4,107,4.5
4,32,3.0
4,203,2.5
4,242,4.5
4,241,3.5
4,34,4.0
4,109,5.0
4,93,3.0
4,207,3.0
4,53,1.5
4,169,2.5
4,276,4.0
4,209,4.0
4,5,3.5
5,255,5.0
5,3,4.5
5,77,4.0
5,200,5.0
5,278,3.0
5,54,2.0
5,130,3.0
5,193,3.5
5,194,2.5
5,209,2.5
5,214,4.5
5,69,3.0
5,72,3.5
5,9,3.5
5,191,3.5
6,222,4.5
6,55,1.5
6,37,2.0
6,100,3.0
6,130,3.5
6,202,2.0
6,139,4.5
6,213,2.5
6,32,2.5
6,264,2.0
6,109,5.0
6,242,2.5
6,10,3.5
6,241,5.0
6,72,4.0
7,111,3.0
7,160,3.5
7,55,2.0
7,119,2.5
7,215,4.0
7,118,3.0
7,51,4.5
7,197,2.5
7,251,3.0
7,259,2.5
7,54,2.0
7,219,2.5
7,265,4.5
7,8,2.0
7,190,2.0
7,252,4.0
7,217,4.5
7,243,2.5
7,78,3.0
7,254,2.0
7,83,2.0
7,2,2.5
7,30,3.5
7,123,4.0
7,115,4.0
7,90,3.0
7,141,3.0
7,146,3.5
7,37,2.5
7,163,4.5
7,148,3.5
7,129,4.0
7,145,2.0
7,262,2.5
7,258,4.5
7,132,2.0
7,18,4.0
7,65,3.5
7,87,4.5
7,138,5.0
7,77,2.5
7,108,3.0
7,17,3.5
7,158,3.0
7,152,3.0
7,72,3.0
7,187,3.0
7,280,2.5
7,267,2.5
7,122,2.0
7,20,3.5
7,137,3.5
7,16,2.5
7,166,2.5
7,161,5.0
7,102,2.5
7,36,3.5
7,153,2.0
7,149,3.0
7,272,4.0
8,53,3.5
8,238,2.5
8,1,3.5
8,176,4.5
8,83,4.0
8,137,4.0
8,164,4.5
8,204,2.0
8,42,3.0
8,77,3.0
8,40,2.0
8,273,5.0
8,51,2.0
8,47,3.0
8,152,4.0
9,92,4.0
9,273,3.5
9,245,4.5
9,128,3.0
9,155,3.0
9,240,3.5
9,226,2.5
9,190,2.5
9,148,4.0
9,40,2.5
9,80,2.0
9,192,4.5
9,172,4.0
9,227,3.0
9,255,3.0
10,270,2.0
10,223,4.0
10,69,3.0
10,130,3.5
10,269,3.5
10,61,4.0
10,123,3.0
10,271,3.5
10,255,3.5
10,67,3.5
10,209,2.0
10,108,2.0
10,193,2.5
10,219,4.0
10,40,2.5
11,115,4.0
11,273,2.5
11,219,3.0
11,239,4.5
11,187,2.5
11,185,2.5
11,202,2.0
11,274,3.0
11,61,4.0
11,217,3.0
11,91,2.5
11,79,3.0
11,235,2.5
11,170,3.0
11,242,2.5
12,139,2.0
12,23,2.5
12,107,3.5
12,91,3.5
12,217,3.5
12,249,3.0
12,102,2.5
12,261,2.5
12,83,3.0
12,85,2.5
12,18,3.0
12,15,1.5
12,274,3.0
12,43,3.0
12,246,3.0
13,233,3.0
13,184,2.0
13,235,3.5
13,139,3.5
13,131,2.5
13,2,3.0
13,264,2.5
13,76,1.0
13,241,3.0
13,137,2.5
13,211,4.0
13,146,2.5
13,151,2.0
13,106,2.0
13,19,2.5
13,79,3.5
13,10,2.5
13,149,2.5
13,72,2.5
13,205,4.0
13,134,4.5
13,64,3.5
13,61,2.5
13,277,2.5
13,279,4.0
14,81,2.5
14,194,2.5
14,67,2.0
14,99,4.0
14,143,3.0
14,206,3.5
14,223,3.5
14,114,3.0
14,135,3.0
14,265,2.5
14,264,2.5
14,179,2.5
14,36,4.0
14,137,3.0
14,187,3.0
14,87,3.5
14,11,2.5
14,276,4.0
14,257,3.5
14,41,2.0
14,139,3.5
14,182,4.5
14,91,4.0
14,20,3.0
14,219,3.0
15,205,3.5
15,209,2.5
15,41,3.0
15,61,2.5
15,272,4.0
15,37,1.5
15,227,2.5
15,106,2.5
15,79,3.0
15,81,4.0
15,139,3.0
15,279,4.5
15,46,3.5
15,239,3.5
15,101,3.0
15,55,3.5
15,211,5.0
15,108,2.0
15,62,3.0
15,128,3.5
15,231,3.5
15,243,1.0
15,165,3.5
15,2,2.5
15,216,4.0
16,242,4.0
16,243,3.5
16,252,2.5
16,42,3.0
16,265,4.0
16,207,2.5
16,191,3.5
16,186,3.0
16,14,5.0
16,246,4.0
16,153,2.5
16,132,4.0
16,102,2.5
16,220,4.5
16,219,3.5
17,139,3.5
17,257,3.0
17,209,2.5
17,91,3.5
17,247,2.5
17,168,3.0
17,36,3.5
17,171,4.5
17,235,3.0
17,150,4.0
17,140,4.5
17,123,2.5
17,250,2.5
17,193,2.5
17,57,4.5
17,106,3.0
17,105,2.0
17,272,2.5
17,202,3.5
17,39,2.0
17,260,3.5
17,5,4.0
17,172,2.5
17,126,2.5
17,206,3.5
17,125,2.5
17,29,3.5
17,152,3.0
17,232,3.5
17,224,2.0
17,100,3.0
17,64,4.0
17,217,4.5
17,227,2.0
17,61,2.5
17,252,2.5
17,279,3.0
17,124,3.5
17,107,2.5
17,201,2.5
18,76,2.0
18,83,3.0
18,152,2.0
18,55,3.5
18,185,1.5
18,258,3.0
18,65,2.5
18,175,3.5
18,209,2.5
18,218,2.5
18,205,3.0
18,204,4.5
18,88,2.5
18,243,1.5
18,264,2.5
18,17,3.5
18,269,2.0
18,133,3.0
18,32,3.5
18,24,2.0
18,231,3.5
18,194,3.0
18,43,4.5
18,139,3.0
18,187,3.0
18,280,2.0
18,107,2.5
18,224,2.5
18,80,3.0
18,64,3.0
18,51,2.5
18,130,3.0
18,184,1.5
18,100,2.0
18,50,3.0
18,72,1.5
18,31,2.5
18,62,3.5
18,108,3.0
18,153,2.0
19,229,3.0
19,5,3.5
19,95,2.5
19,140,2.5
19,145,2.5
19,109,3.0
19,255,3.5
19,106,2.0
19,154,3.0
19,264,3.5
19,188,3.0
19,139,5.0
19,94,5.0
19,115,2.5
19,180,3.0
19,226,3.0
19,72,4.0
19,111,3.5
19,117,3.0
19,107,3.5
19,259,2.0
19,158,3.5
19,77,3.5
19,91,3.5
19,236,4.5
19,42,4.0
19,202,1.0
19,3,4.5
19,55,2.5
19,17,4.5
19,235,2.0
19,43,4.5
19,67,4.0
19,18,2.5
19,83,2.0
19,213,4.5
19,208,4.5
19,261,3.5
19,271,3.0
19,167,4.0
19,265,3.5
19,29,2.0
19,262,3.0
19,132,3.5
19,57,3.5
19,215,2.0
19,243,3.0
19,122,3.0
19,31,3.0
19,248,2.5
19,212,4.0
19,177,2.5
19,275,4.0
19,11,2.5
19,19,3.0
19,39,3.5
19,6,3.0
19,201,4.5
19,186,2.5
19,37,2.5
20,107,3.5
20,172,2.5
20,159,2.5
20,268,4.0
20,246,4.0
20,277,1.0
20,144,3.5
20,236,5.0
20,15,1.5
20,129,1.5
20,24,1.5
20,125,2.5
20,90,4.0
20,151,1.0
20,205,2.0
20,1,3.5
20,179,4.5
20,41,2.0
20,119,2.0
20,254,2.5
20,185,2.5
20,132,3.5
20,255,3.5
20,233,2.0
20,28,3.0
20,135,3.0
20,114,4.5
20,11,4.0
20,241,2.5
20,91,3.5
20,21,2.5
20,80,2.0
20,225,2.0
20,61,2.0
20,153,2.0
20,150,1.5
20,158,3.5
20,224,3.5
20,204,3.0
20,193,3.5
21,174,3.0
21,274,3.0
21,219,3.5
21,179,2.5
21,148,3.0
21,243,3.5
21,130,3.5
21,33,5.0
21,257,2.5
21,226,1.5
21,190,3.5
21,204,2.0
21,72,2.5
21,132,3.0
21,232,2.5
21,271,3.0
21,259,1.5
21,51,3.5
21,187,3.0
21,149,4.0
21,118,4.0
21,54,2.5
21,41,3.0
21,134,3.5
21,138,3.0
21,83,2.5
21,109,3.0
21,153,2.5
21,214,2.0
21,161,3.5
21,52,4.0
21,249,2.0
21,108,3.0
21,272,2.0
21,277,2.5
21,40,3.5
21,159,2.0
21,267,2.5
21,111,5.0
21,150,2.5
21,92,3.0
21,5,3.0
21,62,5.0
21,37,3.0
21,90,3.0
21,180,3.5
21,158,2.0
21,263,2.0
21,194,4.5
21,107,3.0
21,264,3.5
21,177,2.5
21,146,3.5
21,238,3.5
21,189,3.0
21,106,3.0
21,167,3.0
21,88,3.0
21,273,3.0
21,74,2.5
22,170,2.5
22,37,2.5
22,148,5.0
22,139,3.5
22,218,2.0
22,211,5.0
22,80,3.0
22,49,4.0
22,264,3.5
22,1,3.0
22,255,3.5
22,115,3.5
22,225,3.5
22,241,2.0
22,179,2.5
23,104,2.5
23,261,3.5
23,202,1.0
23,131,3.0
23,51,3.0
23,14,3.0
23,40,2.5
23,243,2.5
23,188,2.5
23,52,3.5
23,183,2.5
23,18,3.5
23,148,3.0
23,108,3.5
23,37,2.5
24,130,4.5
24,49,4.5
24,22,3.5
24,159,3.0
24,279,4.0
24,257,3.5
24,30,3.5
24,148,3.5
24,142,2.5
24,59,5.0
24,197,2.5
24,146,2.5
24,233,2.0
24,90,5.0
24,262,3.0
24,234,4.5
24,139,3.5
24,41,2.0
24,145,2.5
24,39,2.5
24,203,3.0
24,205,4.0
24,173,4.0
24,272,3.5
24,14,3.0
24,207,4.0
24,228,4.0
24,32,4.0
24,102,2.0
24,16,3.0
24,172,2.0
24,211,4.5
24,108,2.5
24,201,3.0
24,112,3.5
24,206,2.0
24,83,2.0
24,274,2.5
24,128,2.0
24,1,3.0
25,90,5.0
25,237,3.0
25,11,2.5
25,77,4.0
25,102,2.0
25,194,3.5
25,209,2.5
25,246,2.0
25,202,2.0
25,133,3.0
25,25,3.5
25,111,5.0
25,187,3.5
25,236,5.0
25,276,2.5
25,129,3.0
25,210,3.0
25,67,2.5
25,114,5.0
25,4,3.5
25,158,3.5
25,106,2.5
25,125,3.5
25,132,4.5
25,176,2.0
26,226,1.5
26,149,2.0
26,35,2.5
26,83,2.5
26,151,1.5
26,279,3.0
26,275,3.0
26,274,3.0
27,257,3.0
27,76,2.0
27,172,5.0
27,170,1.5
27,101,4.0
27,13,2.5
27,103,2.5
27,191,3.0
27,179,2.5
27,148,4.0
27,41,4.0
27,67,3.0
27,99,4.5
27,127,2.5
27,112,4.0
27,256,2.0
27,40,1.5
27,278,4.0
27,81,4.0
27,244,3.5
27,83,2.5
27,180,3.0
27,119,4.0
27,12,2.0
27,228,5.0
27,234,3.5
27,88,3.5
27,223,2.5
27,143,3.0
27,277,2.0
27,17,3.5
27,122,4.0
27,74,3.0
27,192,5.0
27,224,2.5
27,241,2.5
27,161,3.5
27,123,2.5
27,229,4.0
27,37,2.0
28,122,4.0
28,69,2.5
28,224,2.0
28,135,2.0
28,238,3.0
28,109,3.0
28,206,3.0
28,5,3.0
28,66,3.0
28,272,2.0
28,193,2.0
28,192,5.0
28,143,3.5
28,137,2.0
28,59,3.0
28,53,3.5
28,186,3.0
28,200,3.0
28,80,3.0
28,187,3.5
28,41,4.0
28,176,4.0
28,55,3.0
28,150,3.0
28,95,3.0
29,132,3.0
29,238,4.0
29,194,2.5
29,151,4.0
29,246,2.5
29,64,2.5
29,256,3.0
29,102,2.5
29,8,2.5
29,103,2.5
29,21,3.0
29,24,2.5
29,179,3.0
29,41,2.5
29,51,3.0
29,91,3.0
29,88,3.0
29,261,4.5
29,255,3.0
29,243,4.0
29,279,3.0
29,130,2.5
29,219,3.0
29,86,5.0
29,259,3.0
29,223,3.5
29,201,2.0
29,70,3.5
29,31,2.5
29,258,3.5
29,153,3.0
29,170,4.0
29,239,3.0
29,43,4.5
29,193,2.5
29,134,3.5
29,217,2.5
29,131,3.0
29,57,3.0
29,271,3.5
30,167,3.0
30,257,3.5
30,203,2.0
30,55,2.5
30,195,4.0
30,37,3.0
30,274,2.0
30,133,3.0
30,140,3.0
30,239,2.5
30,206,1.0
30,132,3.5
30,243,4.0
30,51,2.5
30,59,1.5
30,255,2.5
30,102,2.5
30,189,3.0
30,131,3.5
30,89,5.0
30,34,2.5
30,207,2.0
30,241,2.5
30,54,3.0
30,172,2.5
31,30,2.0
31,145,2.5
31,83,4.0
31,98,4.5
31,139,3.5
31,117,2.0
31,226,2.5
31,206,1.5
31,39,2.5
31,76,3.0
31,2,4.0
31,107,2.5
31,40,2.0
31,204,2.0
31,225,3.5
32,159,2.5
32,137,5.0
32,169,2.5
32,79,5.0
32,160,3.5
32,251,2.5
32,25,3.5
32,117,2.5
32,255,2.5
32,275,4.0
32,3,3.0
32,185,3.5
32,187,4.0
32,243,3.0
32,136,4.5
32,42,3.0
32,92,2.5
32,205,3.0
32,209,2.0
32,64,3.5
32,189,3.0
32,192,3.5
32,193,2.5
32,7,4.0
32,131,4.0
33,213,3.5
33,87,3.5
33,37,3.0
33,13,3.0
33,136,2.0
33,246,1.5
33,66,3.5
33,133,2.5
33,217,4.5
33,90,2.5
33,51,2.5
33,153,3.5
33,129,3.0
33,267,3.0
33,253,5.0
34,44,3.5
34,67,2.5
34,25,2.5
34,31,4.0
34,59,5.0
34,153,2.5
34,42,5.0
34,238,4.5
35,174,3.5
35,207,2.5
35,87,4.0
35,148,2.5
35,59,2.5
35,133,2.5
35,90,2.0
35,177,4.5
35,95,3.0
35,85,2.5
35,194,2.5
35,30,3.0
35,235,2.0
35,150,2.5
35,67,3.0
35,40,2.5
35,153,3.0
35,152,2.5
35,215,2.0
35,117,3.0
35,128,3.0
35,257,2.5
35,83,3.5
35,276,2.5
35,255,3.5
35,279,1.0
35,268,1.5
35,78,2.5
35,236,3.0
35,186,4.0
35,61,3.0
35,280,2.5
35,193,3.0
35,233,2.0
35,166,2.5
35,23,3.5
35,246,2.5
35,53,3.5
35,80,2.0
35,185,3.0
36,140,2.5
36,249,2.0
36,153,2.0
36,43,2.5
36,159,3.0
36,275,3.5
36,235,3.5
36,273,4.0
36,88,3.5
36,22,2.5
36,61,2.0
36,261,2.0
36,267,3.5
36,66,2.0
36,136,2.0
36,130,3.5
36,186,3.0
36,224,2.0
36,24,2.5
36,265,4.0
36,119,3.5
36,76,4.5
36,172,2.5
36,135,2.0
36,123,2.5
37,151,4.0
37,13,2.0
37,83,2.5
37,218,2.5
37,270,3.5
37,85,3.0
37,88,3.0
37,132,3.0
37,158,3.5
37,137,3.5
37,140,2.5
37,172,2.0
37,261,2.5
37,202,3.0
37,54,3.0
37,40,2.5
37,219,3.0
37,198,2.5
37,206,2.5
37,66,3.0
37,65,4.0
37,196,3.5
37,58,2.5
37,107,3.5
37,217,4.5
38,243,3.5
38,140,3.5
38,144,4.5
38,111,2.5
38,31,3.0
38,114,4.5
38,95,3.5
38,272,3.0
38,185,3.0
38,123,2.5
38,270,2.5
38,148,3.0
38,156,3.5
38,32,4.0
38,28,3.0
38,192,5.0
38,145,2.5
38,127,3.5
38,151,2.0
38,4,3.5
38,211,4.0
38,136,3.0
38,220,5.0
38,240,5.0
38,88,3.0
38,176,3.5
38,122,4.5
38,174,2.0
38,194,3.0
38,1,4.0
38,137,2.5
38,255,3.0
38,102,2.5
38,133,2.0
38,37,4.0
38,187,3.0
38,179,3.0
38,17,4.5
38,90,5.0
38,67,3.0
39,1,3.0
39,241,3.5
39,197,2.5
39,217,4.0
39,98,3.0
39,23,4.5
39,117,3.0
39,262,2.0
39,158,3.5
39,15,1.5
39,251,3.5
39,245,4.5
39,135,3.0
39,215,2.0
39,142,3.0
39,239,2.0
39,41,3.5
39,254,2.5
39,51,4.5
39,95,4.0
39,257,3.0
39,18,4.5
39,259,3.5
39,83,2.5
39,255,5.0
39,59,4.0
39,132,3.0
39,154,3.0
39,228,5.0
39,275,3.0
39,274,3.0
39,43,3.0
39,61,3.5
39,201,3.0
39,122,3.0
39,49,4.5
39,193,4.0
39,133,3.0
39,226,3.5
39,174,3.5
40,102,2.5
40,88,2.5
40,246,1.5
40,187,3.0
40,142,2.5
40,119,3.5
40,264,3.0
40,269,1.5
40,136,1.5
40,170,3.0
40,245,2.5
40,78,1.5
40,80,3.5
40,34,2.0
40,150,2.0
41,142,4.0
41,273,2.5
41,42,3.0
41,261,3.0
41,188,3.0
41,248,3.0
41,126,2.0
41,278,4.5
41,5,3.0
41,241,2.5
41,232,2.5
41,115,3.0
41,235,3.0
41,67,3.5
41,213,3.5
41,139,4.0
41,124,3.5
41,61,2.5
41,226,2.5
41,206,2.5
41,29,4.0
41,274,5.0
41,70,4.0
41,112,4.5
41,125,4.0
41,167,3.5
41,252,3.0
41,265,2.0
41,184,4.0
41,107,2.5
41,35,4.0
41,20,2.5
41,152,3.5
41,170,3.0
41,133,5.0
41,275,3.0
41,122,2.0
41,102,4.5
41,127,3.5
41,53,2.0
41,260,4.0
41,175,3.5
41,157,4.0
41,128,2.5
41,73,3.0
41,90,2.5
41,148,3.0
41,135,3.0
41,272,3.0
41,169,2.5
41,57,3.5
41,15,1.5
41,48,3.0
41,100,3.5
41,222,4.0
41,249,4.5
41,72,3.5
41,220,2.0
41,136,3.0
41,159,3.5
42,226,2.0
42,162,3.0
42,219,3.5
42,145,1.5
42,13,2.0
42,223,3.0
42,67,2.5
42,140,2.5
42,1,3.5
42,83,2.5
42,194,2.5
42,222,3.5
42,188,2.0
42,135,3.5
42,212,3.5
43,219,3.5
43,126,2.5
43,190,2.0
43,137,3.5
43,254,3.5
43,218,2.5
43,194,1.0
43,261,3.5
43,102,2.5
43,188,5.0
43,275,2.5
43,205,2.5
43,64,2.5
43,67,2.5
43,222,3.5
44,183,4.0
44,81,3.0
44,55,2.5
44,148,2.5
44,259,2.5
44,76,1.5
44,83,2.0
44,202,2.5
44,69,2.0
44,78,3.5
44,79,3.5
44,59,5.0
44,154,3.5
44,40,1.5
44,200,3.0
45,72,3.5
45,217,4.0
45,138,5.0
45,264,4.5
45,109,3.0
45,125,3.5
45,272,4.0
45,108,2.0
46,107,2.5
46,24,2.5
46,36,5.0
46,158,2.5
46,90,2.5
46,186,3.5
46,230,2.5
46,138,3.0
46,83,4.0
46,104,4.0
46,235,2.5
46,238,3.0
46,55,3.0
46,52,2.5
46,64,4.0
46,108,2.5
46,171,3.5
46,57,3.5
46,209,3.0
46,17,3.0
46,195,4.5
46,155,2.5
46,246,2.5
46,11,2.5
46,40,3.5
47,40,2.0
47,251,3.0
47,125,3.5
47,83,4.0
47,76,3.0
47,139,3.0
47,191,2.5
47,170,4.0
47,256,2.5
47,151,1.5
47,150,2.0
47,278,3.5
47,66,3.0
47,3,2.5
47,102,3.0
47,95,2.5
47,37,2.5
47,130,2.5
47,8,2.5
47,264,3.0
47,147,4.0
47,252,3.0
47,204,3.5
47,212,2.5
47,220,4.5
47,91,3.5
47,210,4.0
47,63,2.5
47,166,3.0
47,179,2.0
47,227,2.5
47,51,3.5
47,107,3.0
47,240,4.5
47,235,2.5
47,275,3.0
47,31,2.5
47,64,4.0
47,24,3.0
47,206,2.0
48,109,4.0
48,106,3.5
48,233,2.5
48,200,3.0
48,222,4.0
48,258,3.0
48,273,3.5
48,127,4.0
48,64,4.5
48,204,2.5
48,132,4.5
48,169,2.0
48,223,3.5
48,265,2.5
48,214,1.5
48,40,2.0
48,194,2.0
48,1,3.5
48,123,2.5
48,148,2.0
48,202,2.5
48,280,3.5
48,170,2.5
48,128,3.5
48,65,3.0
48,251,4.5
48,25,2.0
48,176,4.5
48,240,5.0
48,205,3.5
48,150,3.5
48,272,2.5
48,201,2.5
48,17,3.5
48,243,2.0
48,4,3.5
48,72,4.5
48,261,2.5
48,54,2.5
48,142,4.5
49,193,3.0
49,217,3.0
49,55,2.5
49,272,3.5
49,24,2.0
49,34,3.0
49,91,2.5
49,145,2.5
49,174,3.5
49,277,1.5
49,238,2.5
49,226,2.0
49,192,5.0
49,200,3.5
49,14,4.5
50,111,4.0
50,254,3.5
50,93,4.0
50,37,3.5
50,72,2.0
50,232,3.0
50,275,3.0
50,186,2.0
50,194,3.5
50,90,2.0
50,88,4.5
50,30,2.0
50,277,3.5
50,13,3.0
50,174,3.0
50,114,3.0
50,64,3.0
50,134,3.5
50,263,2.5
50,83,5.0
50,55,2.0
50,185,3.0
50,192,3.0
50,151,1.5
50,61,2.5
51,102,2.5
51,78,3.5
51,118,3.5
51,232,2.5
51,157,3.5
51,183,4.5
51,137,4.0
51,220,2.5
52,131,2.5
52,269,4.0
52,83,2.5
52,17,3.5
52,219,3.0
52,88,3.0
52,41,3.0
52,112,4.0
52,192,3.5
52,263,3.0
52,139,4.0
52,193,3.0
52,14,5.0
52,100,3.5
52,206,3.0
52,37,2.0
52,106,2.5
52,19,2.5
52,208,2.0
52,159,4.0
52,202,2.5
52,118,2.5
52,170,2.5
52,179,4.0
52,137,3.5
52,48,2.5
52,23,2.0
52,254,2.5
52,190,3.5
52,207,1.0
52,197,4.0
52,132,3.0
52,11,3.5
52,267,3.0
52,87,3.5
52,262,2.5
52,59,2.0
52,261,2.0
52,157,4.0
52,46,4.0
52,80,3.5
52,204,2.0
52,273,3.0
52,133,4.0
52,186,2.0
52,242,3.5
52,1,2.5
52,76,2.0
52,71,4.0
52,220,4.0
52,227,3.5
52,266,2.5
52,117,2.5
52,255,4.0
52,51,2.5
52,246,4.0
52,245,4.0
52,222,3.5
52,161,3.0
52,275,3.0
53,207,2.5
53,220,3.5
53,164,2.0
53,185,3.5
53,57,4.0
53,136,1.5
53,246,2.5
53,125,2.5
53,37,4.0
53,271,3.0
53,106,2.0
53,187,2.5
53,147,2.0
53,8,2.0
53,206,2.0
54,158,3.0
54,217,3.0
54,276,4.0
54,267,2.5
54,37,3.0
54,119,4.0
54,280,2.5
54,156,4.0
55,4,1.5
55,17,3.5
55,22,3.0
55,161,4.0
55,156,4.0
55,137,2.0
55,177,2.5
55,107,4.5
55,159,3.0
55,79,3.5
55,37,3.0
55,271,4.0
55,217,3.0
55,227,2.0
55,243,4.0
56,195,4.5
56,235,3.0
56,153,3.5
56,40,2.5
56,131,3.0
56,170,4.0
56,197,2.5
56,206,3.0
56,204,3.0
56,277,2.0
56,5,3.0
56,243,1.0
56,91,5.0
56,17,4.0
56,78,3.0
57,133,2.5
57,259,1.0
57,34,1.5
57,212,3.5
57,192,4.0
57,110,3.0
57,40,2.5
57,177,4.0
57,219,2.5
57,138,4.0
57,137,3.0
57,196,4.5
57,175,4.5
57,123,3.0
57,55,2.5
57,135,2.0
57,158,4.5
57,254,2.5
57,279,2.5
57,156,3.0
57,95,3.0
57,66,4.0
57,186,1.5
57,213,3.5
57,76,2.0
58,257,3.5
58,265,2.0
58,269,4.0
58,213,4.0
58,238,4.0
58,17,5.0
58,193,3.5
58,3,2.0
58,204,2.5
58,267,4.0
58,9,3.0
58,271,2.5
58,274,3.0
58,233,3.0
58,209,2.0
59,131,3.0
59,226,3.0
59,151,1.5
59,245,4.5
59,224,1.5
59,138,3.0
59,241,3.0
59,31,3.0
60,130,3.5
60,222,3.0
60,229,3.0
60,173,3.0
60,277,2.5
60,220,2.5
60,261,4.0
60,272,3.5
60,27,4.0
60,211,4.0
60,73,3.0
60,104,2.5
60,108,2.5
60,278,2.5
60,19,3.0
60,132,3.0
60,42,3.5
60,279,3.5
60,145,2.0
60,200,3.5
60,151,2.5
60,217,4.0
60,105,3.5
60,124,2.5
60,207,2.5
60,197,4.0
60,249,2.5
60,92,2.5
60,241,3.0
60,205,3.5
60,158,2.5
60,119,2.5
60,157,2.5
60,23,3.5
60,32,2.5
60,91,2.5
60,40,2.5
60,15,0.5
60,202,2.5
60,206,3.0
60,175,3.0
60,66,2.5
60,203,2.0
60,235,3.5
60,174,2.5
60,72,3.0
60,156,3.0
60,118,2.0
60,82,4.0
60,49,3.0
60,246,4.5
60,179,3.0
60,262,3.0
60,54,4.0
60,83,2.5
60,142,3.0
60,17,3.0
60,97,2.5
60,152,3.5
60,138,4.0
61,122,2.5
61,33,4.5
61,226,1.5
61,59,3.5
61,46,3.5
61,90,2.5
61,187,3.5
61,186,4.0
61,152,3.5
61,243,2.5
61,214,4.5
61,65,3.0
61,153,2.5
61,54,2.5
61,78,3.0
62,278,3.5
62,220,2.5
62,153,3.5
62,202,3.5
62,183,4.5
62,272,3.0
62,274,5.0
62,213,3.0
62,66,3.5
62,157,4.5
62,128,4.0
62,72,2.5
62,224,3.0
62,64,3.0
62,197,3.0
62,137,3.5
62,124,3.5
62,196,2.5
62,204,3.5
62,279,2.0
62,280,4.5
62,227,4.0
62,80,5.0
62,186,1.5
62,138,2.5
62,259,2.5
62,126,2.5
62,106,3.5
62,8,2.0
62,132,4.0
62,148,2.5
62,90,4.0
62,31,3.5
62,136,3.5
62,20,3.5
62,50,5.0
62,130,3.0
62,107,3.5
62,145,5.0
62,154,4.5
63,204,3.0
63,223,3.5
63,40,2.0
63,249,3.5
63,109,3.5
63,227,4.5
63,138,4.5
63,251,4.0
63,140,3.5
63,80,2.5
63,49,3.0
63,148,4.0
63,15,0.5
63,55,2.5
63,246,3.0
63,167,5.0
63,242,2.5
63,50,4.0
63,142,3.5
63,137,2.5
63,35,4.0
63,85,2.5
63,261,2.5
63,206,2.0
63,151,4.5
63,180,4.0
63,241,4.0
63,272,4.0
63,172,2.5
63,14,2.0
63,243,3.0
63,54,3.0
63,74,4.0
63,42,3.0
63,150,3.5
63,170,3.0
63,128,3.0
63,131,2.0
63,43,3.5
63,205,4.5
64,238,3.5
64,34,2.5
64,106,3.5
64,31,3.0
